Video ID,Likes,Time,Comment
dhAmMXCBIcg,0,2023-04-05T18:31:48Z,I think on the Android side Samsung really does do the most box checking. They are very much the apple of the Android world.
dhAmMXCBIcg,28,2023-04-05T10:03:09Z,I ain&#39;t got the money for the s22 or the S23 but switching from the A41 to the S21 seems really good for that price range. <br>Thanks for the review
dhAmMXCBIcg,0,2023-04-01T16:09:56Z,You my favorite person went comes to reviews thanks
dhAmMXCBIcg,2,2023-03-21T00:23:22Z,Got this for 220usd in March 2023! Damn is it still good now.
dhAmMXCBIcg,0,2023-03-07T15:07:55Z,Would it be smart to switch from an s10 to s21?
dhAmMXCBIcg,1,2023-03-04T20:52:58Z,I immediately noticed and I was not happy. Until I saw your video.
dhAmMXCBIcg,0,2023-03-02T06:28:57Z,11k&#39;th comment
dhAmMXCBIcg,0,2023-02-24T05:18:25Z,"2 years later and I&#39;m here, price more favourable now for the S21, can&#39;t do high end"
dhAmMXCBIcg,0,2023-02-08T12:38:33Z,Im not just anyone. I could tell just from looking how many ppi
dhAmMXCBIcg,0,2023-02-07T16:17:17Z,Great video!
dhAmMXCBIcg,1,2023-02-03T21:57:33Z,is 5g better than 4g or should i stay with 4g
dhAmMXCBIcg,2,2023-01-29T13:28:17Z,"<a href=""https://www.youtube.com/watch?v=dhAmMXCBIcg&amp;t=215"">03:35</a> PenTile. Pretty much everyone seems to have forgotten about PenTile. Yeah, 1080 pixels wide would&#39;ve been great ... But ONLY with full RGB set of subpixels. This is where I draw the line."
dhAmMXCBIcg,0,2023-01-28T09:53:55Z,"Now, like a 5 year old Japanese luxury car.  Still better than the 2023 Ford or Chevy."
dhAmMXCBIcg,0,2023-01-20T19:25:00Z,Someone messed up your hair line.
dhAmMXCBIcg,1,2023-01-08T22:30:23Z,"Marques, your reviews&#39; video quality keeps improving, and that is indeed something that always impresses me, however, please know and understand that not everyone is that crazy about cameras. This is something i&#39;ve been noticing but you have a bias when it comes to cameras. if a phone is good for taking pictures, you would rate it highly whether it actually deserves such a rating or not.<br>I bought this phone (exynos version) and i am NOT happy with what i got. Performance you say is Good, which can&#39;t be farther than the truth here. Now to be fair, what i got was exynos version, and i use it for a lot of things like gaming, running benchmarks, testing software etc.<br><br>Re gaming, this phone just dies. Especially genshin impact, tower of fantasy. It is damn near unplayable and when it is playable, just not enjoyable due to lag and low fps. I tested the same games on older one plus phones, and the difference was night and day. older one plus phones outperformed this new phone every time. moreover the samsung software related to games is extremely bad. that is one of the reasons for these bad performances. genshin impact overclocks at 45fps. 30fps it says is smooth load wise, however, game experience is terrible.<br><br>Re battery, it is awful. i have to charge multiple times a day and have to watch my  usage to make sure i don&#39;t run out of battery when outside. not reliable whatsoever. There are also some issues with software it seems where sometimes it would get stuck, heat up, and then attempt to restart, and doing so would drain massive percentages of battery. heating up is a problem as well in general. sometimes google maps drains massive amounts of battery, like 1% per minute even. very inconsistent.<br><br>Re Camera, it has been quite decent for the most part, however, it too drains battery very fast. if you do long sessions of photography, forget it, or keep a power source with you all times. Camera is quite inconsistent sometimes, which i suspect is owed to software updates. sometimes i would get great shots, and sometimes its just bad.<br><br>Design wise, i quite like it. it&#39;s a beautiful design. however, when it is heating up, due to metal rails, the whole phone gets heated and is uncomfortable to hold even.<br><br>I would suggest you do proper stress testing of the devices, and if it&#39;s not possible, please at least add a disclaimer that you have not tested it. I do realize that there are differences in SD and exynos however, the differences are not as big that all the above points i mentioned would be fixed by them (a friend used SD version as well).<br><br>Also, there are heating issues reported in devices with SD 888. All i can say is, please provide complete information. I really feel bad about this purchase, and it wasn&#39;t cheap.<br>everyday performance is silky smooth though, however, if i just want to scroll through news feed, i can do that with a $200 phone as well, why would i have to go the extra mile?! well, i&#39;m gonna use this one until the phone expires, however, next phone i&#39;m buying won&#39;t be samsung that&#39;s for sure."
dhAmMXCBIcg,0,2023-01-07T07:02:35Z,I have this phone and the same color and I love it
dhAmMXCBIcg,0,2023-01-04T15:28:36Z,i love the shout out to Teddy Fresh! thanks for the in depth review!
dhAmMXCBIcg,0,2023-01-04T01:35:22Z,Best phone on the market.
dhAmMXCBIcg,1,2023-01-03T17:14:52Z,"I&#39;m switching my plan and they&#39;ll give me a iphone 14 or a Samsung S21, what&#39;s your opinion"
dhAmMXCBIcg,0,2022-12-14T04:24:54Z,Which one is better samsung s21 vs xiaomi mi 12
dhAmMXCBIcg,21,2022-12-11T14:01:59Z,I have had a phantom white Samsung S21 for 2 years so far and still runs well with the Exynos 2100 cpu. I&#39;m hoping I can trade it in for a S23+ or something in the new S23 lineup because it is rumored that we may get blessed with a snapdragon cpu in the S23 lineup.
dhAmMXCBIcg,2,2022-12-07T13:03:54Z,planning on buying am currently saving for it seems nice
dhAmMXCBIcg,0,2022-12-03T07:03:48Z,What wallpaper is that
dhAmMXCBIcg,0,2022-11-26T16:53:48Z,Hey.. I bought this s21 refurbished for ithink 600.. it&#39;s white and I friggin love it.. but came from the 50 dollar s7 edge.. but that I loved.. sumtimes ithink I may swap back? Idk? I liked that phone.. mostly cuz it was fiddy bux bcuz my girls nephew didn&#39;t like it an his dad jus went an got him a iphone.iPhone.. so I got blessed <br>Ty lord an universe.. much love all<br>And yall ❤️
dhAmMXCBIcg,0,2022-11-24T13:23:31Z,It&#39;s the best size
dhAmMXCBIcg,0,2022-11-14T16:58:28Z,"mkbhd is hiding the fact that ths phone doesnt have 3x optical zoom, its digital zoom. As a camera nerd (claming himself) he has no chance to miss that"
dhAmMXCBIcg,0,2022-11-12T07:33:35Z,Please give way me a phone
dhAmMXCBIcg,0,2022-11-08T21:26:28Z,"The S21 is the worst phone I have ever owned, by far!!!!! Piece of crap!"
dhAmMXCBIcg,3,2022-11-05T08:56:03Z,"Dude you are literally the definition of a sell out. If you spent longer than a month using this phone you would (probably already do) know its absolute garbage. My old motorola g5 works better than this overpriced waste of space. I&#39;ve already gotten it replaced and and the battery life lasts me half the day if I&#39;m lucky and dont use it that much. It constantly  updates randomly without approval (like while your driving) and lacks greatly in very basic functionality you would expect from a smart phone. For example the alarm doesn&#39;t work. The UI is laggy and unresponsive at times. Daily I have to restart it just to get it to work. Essentially all its good for is texting and calling and some very light web browsing. For some people thats fine. But is it worth the price they ask for? hell no. Its worth $100 at most and thats even pushing it. Take it from me... Owning this phone will bring you nothing but stress. Avoid it and avoid douche bags like this that just get phones sent to him for free to make shitty reviews that result in people buying horrible products and bring no value to their life. It might sound harsh, but we rely on our phones so much these days just for work etc. It really irritates me to see someone with this many subscribers who literally couldn&#39;tt care less for a single one of the people bringing him all that money. YOU are FAKE sir. Hope you sleep like a baby at night to you spineless POS."
dhAmMXCBIcg,1,2022-11-05T01:13:37Z,It is funny to me how they keeps saying this is a compact phone. I am &quot;still&quot; using the S9+ with the same screen size and I can barely use it with one hand 🤣
dhAmMXCBIcg,1,2022-10-29T10:31:54Z,The camera is more reliable and faster is my guess
dhAmMXCBIcg,0,2022-10-28T17:25:52Z,Is this a better camera than S20 ultra setting aside the zoom?
dhAmMXCBIcg,0,2022-10-26T14:21:36Z,"You compare the price to S20, but features to the Ultra."
dhAmMXCBIcg,0,2022-10-21T02:11:40Z,cheaper S21+ second hand(Exynox) or brand new S21(SD888). S21 being $150ish more expensive. Which one is a greater buy?
dhAmMXCBIcg,0,2022-10-20T11:51:58Z,You deserve way more subs! Keep it up. I hope you&#39;re making content for years to come!
dhAmMXCBIcg,3,2022-10-18T01:44:37Z,"Bro, your production values are out of control! Love it."
dhAmMXCBIcg,0,2022-10-17T21:42:51Z,Playa what the streetz sayin is better to cop the iphome 14 pro max or 22 ultra. Thnx playa keep it fresh trilla
dhAmMXCBIcg,0,2022-10-13T19:28:13Z,Violet is a great choice ❤️
dhAmMXCBIcg,1,2022-10-11T18:21:38Z,So many youtube ads stopping your videos?!!
dhAmMXCBIcg,2,2022-10-07T14:54:30Z,This intro got into this phone no cap
dhAmMXCBIcg,2,2022-09-28T19:57:41Z,"I have no idea why they would remove the expandable storage feature, Samsung is heading in the wrong direction with that."
dhAmMXCBIcg,0,2022-09-28T13:27:43Z,Great video 👍
dhAmMXCBIcg,1,2022-09-19T17:13:24Z,What about quality?
dhAmMXCBIcg,2,2022-09-18T08:04:41Z,my dad got the S21 from his carrier last year and he hasn&#39;t been disappointed<br>it&#39;s an excellent phone
dhAmMXCBIcg,2,2022-09-09T21:18:58Z,I rather get one unlocked that way I can use it with any service for $849.99 at My World Phone
dhAmMXCBIcg,1,2022-09-08T13:35:44Z,Brought the plus version over iphone 12. No regret 😎😎
dhAmMXCBIcg,1,2022-09-05T22:02:26Z,Getting this phone in a week! Can’t wait
dhAmMXCBIcg,1,2022-09-02T10:27:02Z,Does it lag?
dhAmMXCBIcg,2,2022-08-26T03:59:38Z,Am ur big fan from 2017 in my Samsung j1<br>I Don&#39;t buy phone but i always see ur video cause am love ur personality
dhAmMXCBIcg,2,2022-08-23T01:53:31Z,Samsung have gone full retard too ( no headphone jack and no SD slot).. Yes the world has gone mad mad mad!!!!
dhAmMXCBIcg,0,2022-08-12T01:24:48Z,does the camera have a manual focus function?
dhAmMXCBIcg,0,2022-08-11T17:55:32Z,"Does the s21 have a 3x optical or a 2x optical bc I have the s21 and I see the camera switch when I go to the 2x and when I saw the trailer of the phone it said hybrid or something like that, I&#39;m so confused."
dhAmMXCBIcg,0,2022-08-11T16:10:53Z,"Does it have a video stabilizer?  and if so, does it work well?"
dhAmMXCBIcg,0,2022-08-09T00:14:26Z,I remember recording a video with s21 plus n it really impressed me than iPhone 10max..had both but liked the colours and 120Hz on Samsung..
dhAmMXCBIcg,1,2022-08-07T01:47:50Z,"Am the only one that has NEVER ran out of storage on a phone. Like fr what the hell you you guys do on these things. Like I use the piss outta my phones, but I just don&#39;t get it"
dhAmMXCBIcg,0,2022-08-06T22:29:56Z,the phone is a piece of crap I would never ever buy one again!!!!!!!!!
dhAmMXCBIcg,0,2022-08-05T12:25:29Z,Wait how did you do the swipe from the bottom to get out of the app?? I know its somewhere in settings but i have no clue where
dhAmMXCBIcg,1,2022-08-05T10:27:25Z,I could literally just play a video loop of the first 16 seconds of the video
dhAmMXCBIcg,3,2022-07-24T18:27:36Z,"I&#39;m finally upgrading from my S9, I hope that the size is similar because I do NOT like big phones lol"
dhAmMXCBIcg,0,2022-07-16T20:35:35Z,"watching on S21 FE bought for $ 380, newly sealed box with warranty and invoice from buyer, I also sold the old S8 for $ 150."
dhAmMXCBIcg,0,2022-07-16T05:31:21Z,"I know apple uses that song before , wasn’t it for an Apple Watch reveal ??"
dhAmMXCBIcg,0,2022-07-15T13:18:21Z,Battery that last all day long? Maybe in flyght mode.
dhAmMXCBIcg,2,2022-07-14T17:14:59Z,Android all the way. Fuck Apple.
dhAmMXCBIcg,0,2022-07-08T19:20:49Z,"You saying that i cant put my sd card in it? , damn i just bought a second hand one i wouldn&#39;t if I knew that lol"
dhAmMXCBIcg,3,2022-07-07T13:41:40Z,I’m going to have to say the s21 is one of the best phones by far because there’s no problems at all. Very fast software and new look on it 🫡. I should know sense I have the s21 and I don’t think it’s worth upgrading from an s21 to the s22 because nothings different 🤦‍♂️it’s all base on making the right choice.
dhAmMXCBIcg,0,2022-07-06T04:47:23Z,Thanks! I appreciate your review.
dhAmMXCBIcg,1,2022-06-30T14:05:44Z,"What a pretty color, violet!"
dhAmMXCBIcg,0,2022-06-27T18:50:06Z,Pandemic left us with a less premium looking flat screen
dhAmMXCBIcg,0,2022-06-26T08:30:13Z,"I need to know something,  please response.  <br>I want to know,<br> is   ip68 rated phones are Air tight??? <br>I have a brand new phone  but I find that it&#39;s not airtight . Seller saying it&#39;s fine. <br>Another thing  is I am using s21 fe . <br>So please inform if you know about that please. <br>.....<br>...<br>..<br>.<br>THANKS FOR READING IT WHOLE AND HAVE A GOOD TIME<br>Guy I am waiting."
dhAmMXCBIcg,2,2022-06-22T18:04:27Z,"Hey, I want to buy a phone should I go for S21 or S21 FE ?"
dhAmMXCBIcg,0,2022-06-21T06:40:52Z,"Hello there fellow Android users, and iPhone supremacists here to poke fun and troll...😅 <br><br>After being an iPhone user since the 6s...with this phone I&#39;m kinda like...&quot;Whaaaaat..??&quot; The last Android I had was the Galaxy S4 way back in 2014 or whatever, and since then I had the iPhone 6s, XS, and 11 Pro Max...which I ended up breaking in a horrible accident that I still cringe about to this very moment...One thing that I REALLY like in a smartphone is it&#39;s camera capabilities...I had heard for the longest that the newest Samsung&#39;s cameras definitely defined themselves over the iPhone&#39;s. And after now having the Galaxy S 21 for close to 2 weeks now, I have indeed been able to snap some great shots; the Night shot quality surprised me the most...It&#39;s totally a quality picture taking device!<br><br>As an admitted Apple fanboy, I&#39;m trying my VERY best to go about enjoying this phone as much as I can...But...I STILL am having a HARD time getting over missing my iOS...!!! 🥲Can some of you; ESPECIALLY those of you who were previous iPhone owners who made the switch to Android please speak to me a little bit on what exactly makes you prefer this phone and the overall Android system over Apple and it&#39;s iOs? I REALLY wanna know! I know that there is absolutely ALL KINDS of things this phone can do, that I simply have NO IDEA of how to go about bringing to the forefront, or even using...PERIOD. I&#39;ve SOMEHOW got to get acquainted with this phone, as I don&#39;t plan on purchasing another smartphone for many, many years. But yeah, can some of you just please tell me, a brand new Android user after years of owning iPhones just what exactly it is that you all you like regarding this phone and Android in general over the iPhone and iOS? I&#39;d appreciate it very much! Thank you all in advance! 😃📱📲"
dhAmMXCBIcg,0,2022-06-17T18:28:01Z,After 1080 no one cares because normally phones have 1080 ok high-end ones do but c.mon we can&#39;t normally afford that expensive phones 🤣 we just admire
dhAmMXCBIcg,0,2022-06-16T18:04:13Z,Such a great phone
dhAmMXCBIcg,6,2022-06-07T20:38:16Z,The feel of the glastic has grown on me too had it for over a  year now
dhAmMXCBIcg,1,2022-06-06T17:38:05Z,i swear i got a s21plus i use to have a huawei nova 3i with a 3850 battery it last me more then 12 hr screen time
dhAmMXCBIcg,0,2022-06-06T01:30:41Z,"At 1st u think this s21 is awesome. And it is.  BUT AFTER HAVING IT FOR 1 YEAR +.... .. BUYER BEWARE.  MY MOTHER IN LAW BOUGHT IT SAME DAY AND SIM CARD WAS NOT READING. WHEN I WAS IN THE STORE, SOME OTHER GIRL WAS HAVING SAME ISSUE. SO THE PHONE WAS NO GOOD. AND MINE IS ALSO A S21, 1 YR PLUS AND MY SCREEN WENT BLACK FOR NO REASON. SO IM NOTCING THAT SAMSUNG IS STARTING TO SUCK NOW. JUST AN FYI. 🤦🏽‍♂️"
dhAmMXCBIcg,0,2022-06-03T22:24:08Z,But ee
dhAmMXCBIcg,1,2022-05-22T16:39:44Z,"Looking at the s20 ultra or the s21+, any major reason you’d go with one over the other?"
dhAmMXCBIcg,2,2022-05-20T07:04:09Z,I recently bought the s 21plus and I&#39;m happy with it 🥰
dhAmMXCBIcg,2,2022-05-19T21:43:10Z,I actually love the gold around the sides.
dhAmMXCBIcg,3,2022-05-15T17:05:15Z,"Really good review. Thank you!!  I bought the S21 and it has all &amp; more features than I truly need.  I&#39;m definitely a &quot;won&#39;t notice&quot; user, but appreciate lots of the features I want, so this phone will be all I need for the next couple of years!"
dhAmMXCBIcg,0,2022-05-12T14:47:57Z,how legendary  that shirt design  is. 🤙👍
dhAmMXCBIcg,1,2022-05-11T00:05:35Z,I’m getting the galaxy s21.
dhAmMXCBIcg,0,2022-05-07T04:55:03Z,I don’t like how Samsung high end phones looks just a cheap as there entry level phones if I buy something expensive i what it to look expensive thats one of The reasons I favor apple over Samsung
dhAmMXCBIcg,0,2022-05-03T13:04:02Z,cool vid
dhAmMXCBIcg,0,2022-04-30T23:06:16Z,awesome.... this one too
dhAmMXCBIcg,0,2022-04-24T14:49:36Z,It doesnt wobble thats what it does better
dhAmMXCBIcg,0,2022-04-22T08:56:59Z,"I bought a used S21 phone, and I forgot about MST. I haven&#39;t been to a physical store in such a long time that I forgot about it. I maybe used it a handful of times with my Galaxy S10 Plus phone but it was a nice feature to have when the store didn&#39;t have a NFC-compatible card reader (but I don&#39;t miss getting yelled at by the cashier saying their card reader doesn&#39;t support mobile payments)."
dhAmMXCBIcg,1,2022-04-17T15:32:51Z,I bought this phone today phantom black
dhAmMXCBIcg,0,2022-04-17T09:52:54Z,"I own an s21, the same color phantom violet color that was reviewed here. His review literally nailed it."
dhAmMXCBIcg,0,2022-04-10T00:57:53Z,"Damn, I stay using Samsung pay"
dhAmMXCBIcg,2,2022-04-07T14:11:12Z,Still a great phone in 2021 <br><br>Bigger battery then the S22  and has a nice plastic back and bigger battery
dhAmMXCBIcg,0,2022-04-07T12:03:24Z,I have this phone it is such a nice phone and underrated.
dhAmMXCBIcg,2,2022-04-05T10:32:02Z,Is this the same as the Samsung galaxy s21 5g?
dhAmMXCBIcg,0,2022-04-03T10:39:39Z,What is the current price in usa of s21 now?
dhAmMXCBIcg,2,2022-04-01T16:01:26Z,THERES NO EXPANDABLE STORAGE ??????   WHY!!!!!!!!!????????
dhAmMXCBIcg,2,2022-03-31T05:26:01Z,No sd card because they are old and lag . Slow down your phone .
dhAmMXCBIcg,1,2022-03-30T18:28:45Z,"I just got this phone for free , I am excited now!"
dhAmMXCBIcg,0,2022-03-28T15:32:01Z,im going from the galaxy a32 5g to the s21 and i did realize the lack of macro camera on the phone
dhAmMXCBIcg,2,2022-03-25T01:44:50Z,I&#39;m using my s21 to watch this video
dhAmMXCBIcg,0,2022-03-24T16:49:11Z,What&#39;s a good price for this phone ?
dhAmMXCBIcg,0,2022-03-24T03:30:50Z,It looks just like the S22
dhAmMXCBIcg,836,2022-03-21T22:13:01Z,"Switched to an S21 after being an iPhone user since 2018, I&#39;ve realised how much better anroid is and what I was missing out on, most people who bully android are clearly people who have never tried android and see it as inferior as they think of android as cheap so they buy an iPhone. The amount of features you get over IOS is amazing!"
dhAmMXCBIcg,0,2022-03-17T23:56:19Z,is this the FE edition?
dhAmMXCBIcg,2,2022-03-15T20:52:46Z,"I have countless ,micro usb charging cables all are TONS of trash now! This s21 needs usb-c cable, which I have to buy again. 1000 phone doesn&#39;t even come with one charger. Companies are getting more and more shamelessly selfish!"
dhAmMXCBIcg,1,2022-03-10T17:41:56Z,"Run, do not walk away from this phone. This phone is all about change for the sake of change. If you want to waste time looking for things you could easily find on any previous phone, then by all means buy this piece of junk."
dhAmMXCBIcg,0,2022-03-07T10:17:07Z,Only I love stevejobs I love apple 🍎 but u really good awesome men 👍💕🔥awesome
dhAmMXCBIcg,0,2022-03-07T04:42:06Z,I see that Motocrane reference now. How much time it took for that collaboration
dhAmMXCBIcg,0,2022-03-05T21:21:23Z,does any one have battery problems ??
dhAmMXCBIcg,0,2022-03-05T19:23:51Z,"Hmm, is it the zoom for camera?"
dhAmMXCBIcg,0,2022-03-04T13:12:58Z,I like the dual sim card. Either for a work phone or canceling your service provider for whatever reason.  <br>I also like using this as my modem for my pc. You connect it with the charging wire into your pc USB and just like plugging into a phone jack. You now have internet access. <br>Great phone.
dhAmMXCBIcg,0,2022-03-03T09:51:35Z,Seems like wayyy to many drops to only go down 200
dhAmMXCBIcg,0,2022-03-02T21:35:30Z,Where is S22 Ultra review? (Not Note 22 Ultra. I mean S22+ )
dhAmMXCBIcg,0,2022-02-28T17:14:50Z,Damaged my oneplus 8t... I&#39;m looking at getting this or back to my oneplus 8t. Anyone have any advice?
dhAmMXCBIcg,0,2022-02-28T13:58:21Z,Hey Marque how&#39;s the haptics of this phone than the ultra ?
dhAmMXCBIcg,1,2022-02-24T21:25:51Z,Man i want to beat you for the face mask
dhAmMXCBIcg,0,2022-02-23T18:46:23Z,Excellent review. Period. <br>Koodos SAMSUNG. THANK YOU. <br>You have listened to the customers. <br>The $200 💧price is drop very 👍👍good. Don&#39;t need no glass back phones at all. More ⚖️sales! Thank you Samsung. 🤑😂👽🥇🏆
dhAmMXCBIcg,0,2022-02-22T20:03:18Z,"The noise filtering level on S21&#39;&#39;s rear cam (non ultra) in Auto mode is way to strong, some pics come out lookin like an oil painting in terms of lost details, brings me back to the early Moto G / G2 days, so weird seeing this on a S series Samsung."
dhAmMXCBIcg,0,2022-02-20T02:00:52Z,"This was actually the first thing I noticed, coming from a much cheaper and older Galaxy A5 which did have a glass back..."
dhAmMXCBIcg,0,2022-02-18T22:15:46Z,Lets just review S21 after watching S22 😎
dhAmMXCBIcg,0,2022-02-18T03:38:41Z,Wait only 48 to 120 hrz ...
